Customer_ID,Customer_Name,Age,Gender,Annual_Income,Spending_Score,Marital_Status,Product_Category,Years_as_Customer,Number_of_Orders,Average_Order_Value,Loyalty_Membership,Discount_Usage,Preferred_Payment_Method,Preferred_Delivery_Option,Device_Used,Last_Activity,Customer_Region,Review_Score,Customer_Segment
9533,Ashley Hudson,62,0,22613,68,1,Electronics,9,30,116.62,0,1,PayPal,Standard,Desktop,177,South America,1,1
9534,Candace Hughes,30,1,48902,10,1,Electronics,3,92,466.76,1,0,Credit Card,Same-Day,Desktop,224,Europe,3,0
9535,Christopher Howard,39,1,62720,10,0,Electronics,6,89,992.71,1,0,Debit Card,Same-Day,Desktop,67,Asia,5,0
9536,Kevin Flowers,68,0,158583,30,0,Fashion,14,17,172.55,1,0,Net Banking,Express,Desktop,3,Asia,3,0
9537,Robert Benson,54,1,170491,41,0,Home,9,34,111.42,0,0,Credit Card,Standard,Desktop,73,South America,5,0
9538,Tanya Murillo,32,1,168180,21,0,Fashion,10,73,147.0,1,0,PayPal,Standard,Desktop,53,Europe,2,0
9539,Nicole Flores,64,1,24411,97,1,Electronics,5,39,71.86,1,1,Credit Card,Express,Mobile,254,South America,1,0
9540,Shari Edwards,63,0,107088,96,1,Electronics,8,72,289.81,1,1,Net Banking,Same-Day,Desktop,50,Europe,2,2
9541,Cameron Cochran,55,0,103472,45,0,Sports,9,25,647.46,0,1,Net Banking,Standard,Tablet,0,North America,4,0
9542,Katrina Tran,46,0,102975,86,1,Electronics,4,31,713.99,0,0,Credit Card,Standard,Mobile,346,South America,4,2
9543,Michael Lowe,48,0,163937,88,1,Electronics,11,93,994.28,0,0,Net Banking,Express,Mobile,292,Europe,3,0
9544,Justin Moreno,51,1,81191,79,0,Electronics,12,63,298.62,0,0,Net Banking,Same-Day,Tablet,273,Europe,5,1
9545,Margaret Mayer,38,0,68926,46,0,Electronics,9,75,665.49,0,1,Debit Card,Same-Day,Desktop,19,North America,2,2
9546,John Webster,60,1,134315,36,1,Sports,10,95,820.24,0,1,PayPal,Express,Desktop,67,North America,1,0
9547,Alicia Hammond,24,0,107861,14,0,Electronics,11,77,793.95,1,0,Debit Card,Same-Day,Tablet,315,Europe,3,1
9548,Carl Jefferson,27,1,71010,63,0,Electronics,12,20,905.21,0,1,Credit Card,Standard,Mobile,133,Asia,5,1
9549,Kerry Jones,45,0,34046,62,1,Fashion,4,64,221.33,0,0,Credit Card,Standard,Tablet,356,North America,3,0
9550,Gary Zavala,20,1,108310,5,1,Sports,6,53,912.36,1,1,PayPal,Express,Desktop,29,Asia,1,0
9551,Richard Garcia,62,0,56129,64,0,Beauty,3,30,622.19,1,0,PayPal,Same-Day,Desktop,107,North America,2,1
9552,Lori Cooper,66,1,186821,4,1,Fashion,9,51,424.08,0,0,PayPal,Same-Day,Desktop,81,North America,5,1
9553,Joseph Walton,51,1,134035,57,1,Electronics,2,31,730.91,1,1,Credit Card,Same-Day,Mobile,95,North America,3,1
9554,Willie Daniels,48,0,96853,26,1,Beauty,5,1,178.54,0,0,Debit Card,Express,Mobile,130,North America,2,1
9555,Jennifer Garcia,65,0,74316,12,0,Fashion,14,25,588.22,1,0,Credit Card,Standard,Desktop,138,South America,1,1
9556,Michael Vasquez,61,1,37661,52,1,Sports,6,11,461.26,1,1,Credit Card,Standard,Mobile,87,North America,3,1
9557,Jennifer Rodriguez,57,1,40028,29,1,Home,11,65,714.97,1,0,Credit Card,Same-Day,Mobile,114,South America,3,2
9558,Ian Fry,62,0,150060,76,0,Home,11,38,176.16,1,1,Debit Card,Express,Desktop,12,Europe,4,1
9559,Tracy Bender,33,0,89878,53,1,Beauty,2,63,869.83,1,1,PayPal,Express,Desktop,7,North America,1,2
9560,Whitney Harrison,59,1,186402,57,0,Home,8,15,322.85,1,0,Credit Card,Standard,Tablet,292,Asia,4,1
9561,Rebecca Maddox,41,0,31068,93,1,Sports,14,39,901.5,0,1,PayPal,Same-Day,Tablet,256,Asia,3,2
9562,Tina Haynes,68,1,179421,39,1,Beauty,9,81,334.92,0,0,PayPal,Standard,Desktop,325,North America,2,1
9563,Dylan Jones,33,1,74160,34,1,Sports,6,24,225.58,1,1,Debit Card,Same-Day,Tablet,82,Asia,3,0
9564,David Brown,48,1,165433,81,1,Sports,14,10,794.91,1,1,PayPal,Standard,Tablet,28,Asia,1,0
9565,Jim Thomas,21,0,20665,61,1,Beauty,10,43,949.22,0,1,Debit Card,Standard,Desktop,245,South America,3,0
9566,Meghan Webb,63,1,157336,63,1,Fashion,13,11,115.58,0,0,Debit Card,Same-Day,Mobile,61,Europe,5,2
9567,Louis Quinn,33,1,53038,67,0,Home,6,70,330.3,0,1,Credit Card,Same-Day,Mobile,297,North America,1,1
9568,Karen Rodgers,44,1,159925,86,1,Electronics,14,32,618.25,0,0,Net Banking,Same-Day,Desktop,46,South America,3,2
9569,Lori Graham,26,0,131034,52,1,Fashion,9,68,405.93,0,1,Debit Card,Express,Desktop,267,Asia,4,0
9570,Katherine Banks,62,0,102555,87,0,Beauty,7,28,582.43,0,1,Debit Card,Standard,Tablet,288,South America,4,1
9571,Beth Williams,63,0,118165,79,1,Home,3,61,596.38,1,0,Net Banking,Standard,Desktop,298,North America,1,0
9572,Morgan Buck,46,0,76607,67,0,Home,14,66,91.45,1,0,PayPal,Express,Desktop,141,Asia,3,2
9573,Daniel Ferguson,42,0,83497,86,1,Beauty,10,62,542.35,1,1,Net Banking,Standard,Desktop,173,North America,2,0
9574,Monica Nixon,36,1,137122,21,1,Electronics,1,83,876.86,1,0,PayPal,Express,Tablet,313,Europe,2,0
9575,Emily Hill,62,0,180201,55,1,Fashion,9,83,362.94,0,0,Credit Card,Same-Day,Desktop,123,Asia,2,0
9576,Brian Carroll,52,1,114236,11,1,Fashion,8,7,212.17,1,0,Debit Card,Same-Day,Mobile,215,North America,2,2
9577,Kim Williams,56,1,174713,57,1,Home,5,58,624.92,1,0,Debit Card,Standard,Tablet,183,South America,2,0
9578,Jacob Simon,67,0,99325,59,1,Sports,11,20,264.87,1,0,Debit Card,Express,Desktop,281,South America,5,0
9579,Daniel Bennett,28,1,72508,6,0,Sports,9,74,200.79,0,0,Debit Card,Express,Desktop,325,North America,1,1
9580,Nicholas Weber,34,0,181250,4,1,Fashion,14,7,213.09,1,0,PayPal,Express,Tablet,215,Asia,5,2
9581,John Branch,29,1,74461,96,1,Beauty,11,14,865.73,1,1,PayPal,Standard,Mobile,98,Europe,3,1
9582,Michael Crawford,69,0,21899,45,0,Home,1,98,516.0,1,1,Net Banking,Express,Tablet,91,Europe,1,2
9583,William Bryant,59,0,161981,92,0,Fashion,11,48,235.43,0,1,PayPal,Same-Day,Tablet,203,Europe,3,1
9584,Thomas Kennedy,60,1,147385,53,1,Electronics,12,22,659.82,0,1,Credit Card,Standard,Mobile,76,North America,5,0
9585,Wendy Phillips,29,1,43179,57,0,Fashion,13,22,582.16,0,1,PayPal,Standard,Tablet,359,North America,4,2
9586,Becky Russell,50,0,25217,82,1,Sports,1,63,908.64,0,1,Credit Card,Standard,Mobile,129,North America,1,0
9587,Gilbert Pacheco,34,1,62900,6,1,Fashion,3,2,323.05,0,0,Net Banking,Express,Tablet,102,Asia,2,0
9588,Traci Johnston,22,1,150888,10,0,Beauty,2,32,147.33,0,1,Debit Card,Express,Desktop,271,South America,4,0
9589,Mark Jones,61,0,176465,68,0,Electronics,2,54,244.65,0,1,Credit Card,Standard,Tablet,194,North America,4,2
9590,William Carter,58,0,163451,33,1,Fashion,12,11,719.91,1,0,Debit Card,Same-Day,Tablet,121,Asia,5,1
9591,Carl Watson,26,0,196432,56,1,Electronics,1,37,582.78,0,1,Debit Card,Same-Day,Tablet,252,South America,5,1
9592,Rebecca Carrillo,30,0,186460,39,1,Home,9,90,950.05,1,1,PayPal,Standard,Mobile,341,Europe,2,1
9593,Rebecca Gordon,35,1,187397,32,1,Beauty,2,14,986.54,0,0,PayPal,Express,Desktop,338,South America,3,0
9594,John Weber,35,0,81960,65,1,Electronics,13,99,455.47,1,0,Debit Card,Standard,Tablet,232,Europe,2,1
9595,Justin Green DVM,18,1,154646,42,1,Fashion,2,40,155.28,0,1,PayPal,Standard,Desktop,207,Europe,1,2
9596,Gina Williams,38,1,69544,88,1,Sports,5,52,599.01,1,0,Credit Card,Standard,Desktop,193,North America,3,1
9597,Austin Noble,19,1,121491,70,1,Home,3,95,849.83,0,1,Credit Card,Standard,Mobile,196,South America,1,2
9598,John Oconnor,58,1,184592,15,1,Electronics,12,90,950.32,1,0,Net Banking,Standard,Desktop,230,North America,1,0
9599,Breanna Cantu,31,1,32084,96,0,Home,9,60,464.5,0,0,Debit Card,Standard,Mobile,276,South America,1,2
9600,Raymond Stewart,60,1,184632,81,1,Beauty,5,36,57.88,1,0,PayPal,Express,Tablet,35,Europe,5,0
9601,Derek Powell,43,1,161587,6,1,Beauty,12,14,479.3,1,1,PayPal,Standard,Desktop,88,North America,4,0
9602,Derek Jackson,28,0,113517,47,0,Beauty,7,34,973.92,1,0,PayPal,Standard,Desktop,2,Asia,1,1
9603,Dr. Ruben Williams MD,39,1,193586,30,1,Fashion,12,40,795.24,0,1,PayPal,Standard,Mobile,172,Asia,3,2
9604,Cynthia Stafford,20,1,170842,27,1,Sports,4,66,639.69,0,0,Net Banking,Same-Day,Mobile,310,South America,2,1
9605,Melissa Mccormick,45,0,116148,61,1,Beauty,12,76,900.25,0,0,PayPal,Same-Day,Mobile,317,Europe,5,2
9606,David Carter,18,0,103410,11,0,Fashion,14,10,106.79,1,1,Debit Card,Standard,Tablet,82,North America,4,0
9607,Sharon Norton,52,0,111032,30,1,Home,5,9,575.48,0,0,PayPal,Express,Desktop,207,North America,4,2
9608,Lawrence Robles,34,0,160998,66,0,Sports,11,25,87.26,0,1,PayPal,Standard,Mobile,78,North America,1,0
9609,Robin Lane,52,0,148970,96,1,Home,4,57,377.32,1,1,PayPal,Express,Mobile,194,North America,5,1
9610,Emily Rodriguez,66,1,54628,18,1,Beauty,11,8,742.8,1,1,Credit Card,Express,Mobile,92,South America,3,0
9611,Andrew Lewis,25,0,32800,82,0,Electronics,9,77,663.29,1,0,PayPal,Standard,Mobile,77,North America,3,2
9612,Mary Solis,34,1,45921,49,0,Sports,2,59,356.75,1,1,PayPal,Standard,Mobile,96,Asia,3,0
9613,Linda Horton,66,0,110463,65,0,Beauty,2,46,602.41,1,0,PayPal,Express,Mobile,228,Europe,3,2
9614,Max Pratt,38,1,168219,1,0,Sports,14,97,292.24,0,1,Credit Card,Express,Mobile,353,Asia,4,2
9615,Gloria Rodriguez,35,1,126415,31,1,Sports,2,89,659.62,0,0,Net Banking,Standard,Desktop,231,South America,1,1
9616,Erica Smith,39,0,34492,71,0,Sports,6,64,833.18,1,1,Debit Card,Same-Day,Tablet,83,North America,4,1
9617,Scott Ashley,20,1,152356,72,1,Sports,9,55,485.37,1,0,Net Banking,Same-Day,Desktop,277,Europe,1,2
9618,Richard Cooper,22,1,103357,75,1,Beauty,2,59,906.0,1,1,Debit Card,Standard,Desktop,168,Europe,5,1
9619,Katelyn Reed,22,0,105223,67,0,Sports,8,31,54.49,1,1,Debit Card,Express,Desktop,153,North America,4,2
9620,Lawrence Ford,63,1,62130,81,0,Home,7,66,413.71,0,0,Net Banking,Same-Day,Desktop,130,Europe,2,0
9621,Steven Dunn,61,1,50225,16,0,Sports,9,86,360.74,1,1,Net Banking,Express,Tablet,157,South America,4,1
9622,John Gillespie,35,0,93728,94,1,Electronics,4,79,352.36,0,0,Net Banking,Standard,Mobile,111,Europe,2,1
9623,Erica Walsh,69,1,90393,22,0,Electronics,1,7,970.93,0,1,Credit Card,Same-Day,Mobile,90,Asia,5,0
9624,Alan Brown,37,0,27542,62,1,Sports,1,11,545.26,1,0,Debit Card,Standard,Mobile,48,Asia,3,0
9625,Tina Lee,52,1,169828,43,1,Fashion,3,20,583.13,1,0,Net Banking,Standard,Desktop,274,Asia,2,0
9626,Richard Jackson,37,0,154472,58,1,Sports,14,31,263.08,0,1,Credit Card,Standard,Desktop,42,South America,1,0
9627,Daniel Williams,26,0,73827,53,1,Sports,14,43,218.58,0,0,Credit Card,Standard,Tablet,31,South America,1,1
9628,Miguel Nguyen,50,0,20671,5,1,Electronics,11,92,669.65,0,1,Credit Card,Standard,Mobile,50,Europe,4,2
9629,Paul Reilly,48,1,80088,98,1,Fashion,5,32,289.75,1,0,Net Banking,Standard,Desktop,57,Europe,1,0
9630,Martha Martin,33,1,97041,46,0,Home,4,65,401.34,1,1,Credit Card,Same-Day,Desktop,56,North America,1,1
9631,James Anderson,63,1,65275,70,0,Sports,1,72,902.82,0,1,Net Banking,Same-Day,Mobile,173,Europe,4,0
9632,Jim Mcclain,59,1,81408,53,1,Fashion,2,3,98.15,0,1,Credit Card,Same-Day,Tablet,184,Asia,5,0
9633,Jesse Hobbs,24,0,134231,80,0,Fashion,13,82,879.31,1,0,PayPal,Same-Day,Desktop,259,Asia,1,1
9634,George Lewis,42,1,187528,65,1,Home,6,28,871.28,1,0,Debit Card,Express,Tablet,100,North America,5,2
9635,Amanda Delgado,64,1,183466,87,0,Beauty,7,55,618.1,1,0,Credit Card,Express,Desktop,338,North America,5,1
9636,Angela Krueger,33,1,40467,39,0,Electronics,6,48,618.93,0,0,Credit Card,Standard,Tablet,93,South America,4,2
9637,Tiffany Hill,43,1,189461,91,1,Beauty,14,58,782.02,1,1,Net Banking,Standard,Desktop,61,Asia,3,0
9638,Renee Cabrera,56,0,138388,29,1,Beauty,14,91,786.18,0,1,Credit Card,Same-Day,Desktop,152,North America,5,1
9639,Natalie Mays,18,0,42002,27,1,Fashion,14,12,25.78,1,1,Debit Card,Express,Tablet,32,North America,2,1
9640,Wendy Williams,51,1,106545,61,0,Fashion,5,11,634.99,0,1,PayPal,Express,Desktop,155,Asia,5,1
9641,Leah Gardner,29,0,111699,68,1,Home,13,80,384.07,0,1,Credit Card,Same-Day,Mobile,233,Asia,1,2
9642,Bianca Strong,38,0,21986,41,0,Beauty,11,37,621.95,1,1,Debit Card,Standard,Desktop,350,North America,3,1
9643,Cindy Gonzales,51,0,61960,39,0,Home,6,93,475.22,0,1,Debit Card,Same-Day,Tablet,237,Asia,3,0
9644,Brandon Rose MD,25,0,140468,77,1,Home,6,64,775.53,0,1,Credit Card,Standard,Tablet,144,South America,4,0
9645,Ronald Alvarez,37,0,142169,14,0,Electronics,12,30,257.69,0,0,Net Banking,Same-Day,Mobile,195,South America,2,2
9646,Lauren Lopez,60,0,128884,45,1,Fashion,9,68,364.85,1,1,Net Banking,Standard,Desktop,62,Europe,2,1
9647,James Porter,51,0,147181,45,0,Beauty,4,67,990.32,0,0,Debit Card,Same-Day,Tablet,291,Europe,5,2
9648,Monica Williams,45,1,187692,39,0,Sports,1,85,861.23,0,1,Credit Card,Express,Tablet,193,South America,3,0
9649,Angela Ramos,32,0,161355,38,1,Home,7,59,937.59,1,1,PayPal,Standard,Mobile,218,Europe,5,0
9650,Chris Castro,49,0,163992,98,1,Sports,7,60,193.28,1,1,Debit Card,Standard,Tablet,40,Europe,1,0
9651,Judith Chapman,69,0,29400,43,0,Home,5,57,696.77,0,1,Credit Card,Standard,Tablet,175,Europe,4,1
9652,Rose Garcia,44,0,80552,14,1,Fashion,1,62,741.35,0,1,Credit Card,Standard,Desktop,66,Asia,2,1
9653,Richard Oneill,36,0,169812,46,1,Fashion,4,61,369.2,0,1,Debit Card,Standard,Desktop,126,North America,5,2
9654,Kyle Russell,58,1,196947,52,1,Sports,5,76,541.74,0,0,Credit Card,Same-Day,Tablet,15,Asia,2,1
9655,John Burch,42,0,199909,68,1,Home,8,48,99.36,0,0,Net Banking,Express,Tablet,341,Asia,2,0
9656,Michelle Hill,36,1,95635,91,0,Home,9,41,573.52,1,1,Net Banking,Express,Desktop,70,North America,3,1
9657,Sandra Sherman,34,1,115854,19,1,Home,14,51,674.8,1,0,Net Banking,Same-Day,Tablet,98,Europe,2,2
9658,Edward Thompson,57,0,80381,16,0,Fashion,3,4,988.38,0,1,Credit Card,Same-Day,Mobile,147,Europe,2,0
9659,Richard Estrada,31,0,138973,26,1,Home,6,25,935.18,0,0,PayPal,Express,Mobile,344,North America,5,1
9660,Jose Gilbert,54,0,44580,15,1,Beauty,7,74,159.33,1,0,PayPal,Same-Day,Tablet,134,Asia,2,2
9661,Tiffany Dunn,53,0,144136,60,0,Sports,3,11,795.49,0,0,Credit Card,Standard,Mobile,168,Asia,5,1
9662,Laura Davis,48,1,168358,76,0,Beauty,12,69,81.4,1,1,Net Banking,Express,Desktop,318,North America,1,0
9663,Cassandra Pham,25,1,168449,76,0,Sports,4,90,806.15,0,0,Debit Card,Standard,Tablet,141,South America,3,0
9664,Jason Diaz,43,1,57283,23,0,Beauty,10,14,653.92,0,1,Debit Card,Express,Desktop,126,Asia,2,2
9665,Kevin Murphy,53,0,146263,97,1,Beauty,8,95,893.18,1,1,Debit Card,Same-Day,Desktop,210,South America,4,0
9666,Thomas Johnson,65,0,45285,12,1,Sports,12,41,377.35,1,1,Debit Card,Standard,Mobile,309,Asia,1,0
9667,Alex Robinson,29,0,165842,86,0,Beauty,1,27,64.81,0,0,Net Banking,Standard,Desktop,6,Europe,1,0
9668,Lee Hunt,39,1,90176,33,0,Beauty,5,10,238.17,1,0,Net Banking,Express,Mobile,261,Europe,5,1
9669,Mr. Andrew Ayers MD,62,1,171885,33,1,Sports,14,51,907.34,1,0,Net Banking,Standard,Mobile,334,Europe,3,2
9670,Melissa Rogers,19,1,84892,32,1,Home,13,81,214.55,0,0,PayPal,Express,Desktop,196,Asia,2,2
9671,Deborah West,38,0,55026,25,1,Electronics,8,89,884.43,1,0,Debit Card,Same-Day,Tablet,131,Asia,2,2
9672,Kimberly Hernandez,63,1,86547,70,1,Fashion,14,47,79.48,1,1,PayPal,Standard,Mobile,176,North America,3,2
9673,Emma White,44,1,194273,66,0,Fashion,1,89,260.06,0,0,Credit Card,Standard,Desktop,74,South America,5,1
9674,Julia Morris,59,1,182246,94,0,Fashion,3,47,540.37,0,1,Debit Card,Same-Day,Desktop,241,Asia,2,2
9675,April Hogan,40,1,138545,68,0,Electronics,8,29,898.16,1,0,PayPal,Express,Mobile,150,South America,2,2
9676,Molly Buchanan,44,0,97265,12,1,Sports,11,54,398.61,1,1,PayPal,Express,Desktop,177,South America,5,1
9677,Laurie Friedman,52,0,178942,72,1,Fashion,2,6,78.43,1,0,PayPal,Standard,Mobile,218,North America,2,1
9678,Anthony Hayden,24,0,88436,52,0,Sports,1,29,242.18,0,0,Net Banking,Same-Day,Tablet,318,North America,5,1
9679,Kimberly Pacheco,55,1,33254,47,0,Sports,13,1,869.57,1,1,Debit Card,Same-Day,Tablet,103,Asia,2,1
9680,Paula Reynolds,34,1,102350,11,0,Sports,2,15,884.49,0,0,Credit Card,Standard,Tablet,158,Asia,1,2
9681,Michael Gomez,18,1,169329,53,1,Home,10,33,957.27,0,1,Debit Card,Same-Day,Tablet,96,South America,1,1
9682,Brenda Brown,58,1,28785,74,1,Electronics,7,35,818.27,1,1,Credit Card,Same-Day,Desktop,38,South America,1,2
9683,Sarah Morris,48,0,129554,50,0,Electronics,12,58,914.49,0,1,PayPal,Standard,Desktop,267,North America,3,0
9684,Susan Gamble,66,1,192422,83,0,Sports,8,25,323.2,0,1,Net Banking,Standard,Mobile,286,South America,1,2
9685,Janet Reyes,20,0,130135,39,0,Electronics,3,28,230.45,0,0,Debit Card,Express,Desktop,288,Europe,3,0
9686,Victoria Cook,61,0,28168,49,0,Fashion,8,21,580.29,1,0,PayPal,Same-Day,Desktop,140,Europe,2,2
9687,Lindsey Sullivan,52,1,117935,34,0,Home,7,41,129.48,1,1,Debit Card,Standard,Mobile,315,South America,5,0
9688,Adam Perry,36,0,59167,10,1,Home,6,89,522.79,0,0,Debit Card,Express,Tablet,67,South America,1,1
9689,Lauren Rangel,67,1,132532,78,0,Beauty,13,9,302.31,1,0,Net Banking,Standard,Tablet,77,North America,1,2
9690,Megan Stanton,26,0,109218,39,0,Fashion,13,87,717.5,0,1,Net Banking,Standard,Desktop,341,Europe,4,1
9691,Amanda Chambers,59,1,123135,90,1,Electronics,4,99,815.09,0,1,PayPal,Express,Desktop,143,South America,2,2
9692,Ryan Gregory,36,1,77865,41,0,Beauty,11,62,561.2,1,1,Net Banking,Express,Tablet,133,Europe,1,0
9693,Andrew Walker,28,1,195748,36,0,Fashion,5,3,936.85,0,0,PayPal,Express,Tablet,187,Asia,5,2
9694,Catherine Reed,63,1,108303,55,1,Electronics,8,38,118.75,1,0,Debit Card,Express,Tablet,347,North America,5,0
9695,Michelle Gutierrez,64,1,136024,24,0,Beauty,8,43,252.1,1,0,Credit Card,Express,Mobile,30,Asia,1,0
9696,Victor Price,37,1,83613,7,1,Beauty,14,43,908.23,0,1,PayPal,Standard,Desktop,118,Asia,5,2
9697,Marcus Sherman,35,1,171560,76,0,Sports,3,71,178.64,0,1,Net Banking,Express,Tablet,22,Asia,2,2
9698,Travis Alvarez,40,0,42955,4,1,Home,5,64,545.26,1,1,Net Banking,Same-Day,Mobile,287,Asia,4,0
9699,David Erickson,26,0,176488,54,0,Beauty,12,91,968.47,1,1,Credit Card,Same-Day,Mobile,352,South America,2,2
9700,Christian Rivera,66,0,136993,12,0,Electronics,4,70,195.49,0,1,PayPal,Standard,Desktop,311,North America,4,1
9701,Mary Morales,57,0,176795,90,0,Electronics,12,11,279.4,0,1,Debit Card,Express,Tablet,152,Asia,3,2
9702,Jonathan Mcpherson,37,1,188166,75,1,Home,12,32,860.22,0,1,PayPal,Same-Day,Desktop,130,Asia,5,0
9703,Joshua Morrison,69,1,43814,28,1,Home,13,55,817.85,1,1,Debit Card,Standard,Desktop,335,South America,3,2
9704,Marissa Smith,22,1,28937,88,0,Home,6,32,757.43,1,0,Net Banking,Same-Day,Tablet,238,South America,1,1
9705,Denise Cook,47,0,170514,73,1,Electronics,2,71,239.65,0,0,Debit Card,Standard,Tablet,274,Europe,2,0
9706,Lawrence Walker,43,1,69399,81,1,Fashion,4,96,231.7,0,0,Debit Card,Same-Day,Tablet,313,Asia,3,1
9707,Justin Walker,49,0,173991,86,1,Sports,12,47,158.87,0,0,Debit Card,Standard,Tablet,199,North America,3,2
9708,Rebecca Marshall,20,1,123528,32,0,Beauty,13,50,112.81,0,0,Credit Card,Express,Desktop,38,North America,1,1
9709,Nicole Martinez,45,1,166843,24,1,Electronics,5,15,545.93,0,1,Net Banking,Same-Day,Desktop,216,South America,1,1
9710,Jonathan Velasquez,37,1,134408,84,1,Beauty,2,68,261.4,1,0,Debit Card,Standard,Mobile,100,Asia,5,0
9711,Mark Proctor,68,1,36117,95,1,Fashion,6,47,594.24,1,0,Debit Card,Same-Day,Mobile,361,Asia,2,0
9712,Maureen Ingram,62,1,192315,1,0,Electronics,1,77,388.05,0,0,Debit Card,Same-Day,Tablet,220,North America,2,1
9713,Angela Rogers,66,0,46171,53,1,Home,11,56,862.28,1,1,Credit Card,Express,Tablet,196,Europe,2,2
9714,Chad Sanders,21,1,194881,92,0,Sports,8,36,504.38,0,1,Net Banking,Express,Tablet,283,Europe,1,2
9715,Randy Blackburn,63,0,81763,9,0,Home,8,92,988.23,0,0,Net Banking,Express,Tablet,26,North America,5,0
9716,Dennis Chambers,24,1,194895,65,1,Electronics,10,52,498.46,1,0,Debit Card,Standard,Mobile,193,Europe,3,0
9717,Kenneth Powell,62,0,151085,94,1,Home,12,47,714.5,0,1,PayPal,Express,Desktop,135,Asia,5,0
9718,Heather Boyd,26,1,26778,85,1,Electronics,7,47,193.7,1,0,Credit Card,Express,Tablet,342,Asia,1,0
9719,Adam King,37,1,33804,46,1,Home,14,99,740.0,0,1,Debit Card,Express,Mobile,261,North America,4,0
9720,Megan Jones,19,1,90374,55,1,Beauty,12,49,578.21,1,1,Credit Card,Same-Day,Tablet,224,South America,1,1
9721,Vicki Andrews,48,0,59459,16,1,Beauty,13,47,347.74,1,0,Net Banking,Same-Day,Tablet,13,Europe,2,2
9722,Shane Strickland,40,0,165766,12,1,Fashion,2,73,484.9,0,0,Net Banking,Same-Day,Mobile,100,Europe,2,1
9723,Steven Carter,59,0,115504,35,0,Beauty,8,48,645.39,0,1,Debit Card,Express,Tablet,89,North America,1,0
9724,Rebecca Jones,34,1,140431,46,1,Fashion,11,18,649.66,0,0,Debit Card,Standard,Mobile,213,Asia,3,1
9725,Felicia Reyes,57,0,128718,75,0,Electronics,6,56,368.88,1,1,PayPal,Express,Desktop,184,North America,5,0
9726,Kenneth Oconnor,52,1,137100,81,1,Fashion,14,59,383.16,0,0,Credit Card,Standard,Mobile,221,North America,3,2
9727,Lori Kim,41,0,168063,34,0,Fashion,9,84,978.7,0,1,Credit Card,Same-Day,Tablet,293,Europe,3,0
9728,Joyce Carter,54,1,175335,14,0,Beauty,10,45,387.78,1,0,Credit Card,Standard,Mobile,68,North America,1,1
9729,Ryan Lara,51,0,89986,4,1,Fashion,1,83,99.84,1,0,Net Banking,Express,Mobile,197,South America,2,1
9730,Amy Calhoun,24,1,74604,28,0,Home,11,26,491.07,0,1,Debit Card,Same-Day,Desktop,147,Europe,1,2
9731,Jennifer Turner,20,1,122653,9,1,Home,10,7,264.14,1,1,PayPal,Same-Day,Tablet,230,Europe,5,0
9732,Mary Freeman,23,1,44832,48,0,Beauty,13,18,827.5,0,0,PayPal,Express,Tablet,226,Europe,5,0
9733,Harry Gonzales,23,0,136045,91,0,Beauty,7,88,352.78,1,1,Net Banking,Express,Desktop,263,South America,2,0
9734,Nicholas Miller,62,1,188638,54,0,Home,5,11,891.26,1,1,Debit Card,Same-Day,Tablet,253,Asia,5,0
9735,David Lucero,49,0,159709,38,1,Electronics,11,53,351.65,0,1,Credit Card,Express,Mobile,182,South America,1,2
9736,Michael Richards II,29,1,32676,44,1,Beauty,7,22,18.28,0,0,Credit Card,Express,Mobile,56,North America,1,2
9737,Cody Frazier,32,1,96583,21,0,Sports,10,5,971.15,1,0,Credit Card,Express,Mobile,66,North America,1,2
9738,David Hernandez,22,0,94182,53,0,Electronics,4,52,756.65,0,0,PayPal,Standard,Tablet,302,Europe,1,1
9739,David Douglas,27,1,173279,75,0,Electronics,6,5,342.08,1,1,Debit Card,Express,Desktop,340,North America,4,0
9740,Laurie Tanner,39,0,42581,77,1,Electronics,3,43,631.29,1,1,Credit Card,Express,Tablet,177,South America,5,0
9741,Lisa Adams,27,1,140085,58,0,Beauty,3,58,96.63,0,1,Net Banking,Express,Desktop,42,South America,3,1
9742,David Williams,67,1,153750,31,1,Home,1,89,157.88,0,0,Debit Card,Express,Desktop,110,Europe,5,2
9743,Darrell Hernandez,60,1,66660,87,0,Beauty,1,41,481.2,0,0,Credit Card,Express,Desktop,234,Europe,4,1
9744,Carl Miller,56,0,168141,70,1,Sports,8,56,457.16,1,1,Credit Card,Same-Day,Tablet,111,Asia,1,2
9745,Kelly Lyons,31,0,89235,48,0,Beauty,13,24,88.77,0,1,Net Banking,Same-Day,Tablet,308,Asia,4,0
9746,Scott Hunter,26,0,144595,42,0,Fashion,5,33,350.92,0,1,PayPal,Express,Desktop,198,Europe,5,0
9747,Steven Morris,33,0,82403,25,0,Fashion,13,95,813.16,1,0,Credit Card,Express,Desktop,136,Asia,4,1
9748,Tony Steele,21,0,108718,5,0,Fashion,4,83,448.93,0,0,Net Banking,Express,Tablet,15,South America,1,0
9749,Yesenia Cummings,37,1,124993,56,1,Home,12,87,118.42,1,1,Credit Card,Standard,Tablet,146,South America,2,1
9750,Linda Stevens,31,0,163120,49,1,Fashion,2,22,998.4,1,1,Debit Card,Express,Tablet,345,South America,3,2
9751,Thomas Smith,48,1,136256,75,1,Electronics,4,44,660.99,1,1,Credit Card,Same-Day,Tablet,163,Asia,1,2
